id,en
WIKI_MOON_TETHYS,"
Tethys (or Saturn III) is a mid-sized moon of Saturn about 1,060 km (660 mi) across. It was discovered by G. D. Cassini in 1684 and is named after the titan Tethys of Greek mythology.

Tethys has a low density of 0.98 g/cm3, the lowest of all the major moons in the Solar System, indicating that it is made of water ice with just a small fraction of rock. This is confirmed by the spectroscopy of its surface, which identified water ice as the dominant surface material. A small amount of an unidentified dark material is present as well. The surface of Tethys is very bright, being the second-brightest of the moons of Saturn after Enceladus, and neutral in color.

Tethys is heavily cratered and cut by a number of large faults/graben. The largest impact crater, Odysseus, is about 400 km in diameter, whereas the largest graben, Ithaca Chasma, is about 100 km wide and more than 2000 km long. These two largest surface features may be related. A small part of the surface is covered by smooth plains that may be cryovolcanic in origin. Like all other regular moons of Saturn, Tethys formed from the Saturnian sub-nebula—a disk of gas and dust that surrounded Saturn soon after its formation.

Tethys has been approached by several space probes including Pioneer 11 (1979), Voyager 1 (1980), Voyager 2 (1981), and multiple times by Cassini since 2004.

  --https://en.wikipedia.org/wiki/Tethys_(moon)"
WIKI_MOON_DIONE,"
Dione ( dy-OH-nee; Greek: Διώνη) is a moon of Saturn. It was discovered by Italian astronomer Giovanni Domenico Cassini in 1684. It is named after the Titaness Dione of Greek mythology. It is also designated Saturn IV.

  --https://en.wikipedia.org/wiki/Dione_(moon)"
WIKI_MOON_RHEA,"
Rhea ( REE-ə; Ancient Greek: Ῥέᾱ) is the second-largest moon of Saturn and the ninth-largest moon in the Solar System. It is the second smallest body in the Solar System for which precise measurements have confirmed a shape consistent with hydrostatic equilibrium, after dwarf planet Ceres.  It was discovered in 1672 by Giovanni Domenico Cassini.

  --https://en.wikipedia.org/wiki/Rhea_(moon)"
WIKI_MOON_TITAN,"
Titan is the largest moon of Saturn. It is the only moon known to have a dense atmosphere, and the only object in space, other than Earth, where clear evidence of stable bodies of surface liquid have been found.

Titan is the sixth gravitationally rounded moon from Saturn. Frequently described as a planet-like moon, Titan is 50% larger than Earth's moon and 80% more massive. It is the second-largest moon in the Solar System after Jupiter's moon Ganymede, and is larger than the smallest planet, Mercury, but only 40% as massive. Discovered in 1655 by the Dutch astronomer Christiaan Huygens, Titan was the first known moon of Saturn, and the sixth known planetary satellite (after Earth's moon and the four Galilean moons of Jupiter). Titan orbits Saturn at 20 Saturn radii. From Titan's surface, Saturn subtends an arc of 5.09 degrees and would appear 11.4 times larger in the sky than the Moon from Earth.

Titan is primarily composed of ice and rocky material. Much as with Venus before the Space Age, the dense opaque atmosphere prevented understanding of Titan's surface until the Cassini–Huygens mission in 2004 provided new information, including the discovery of liquid hydrocarbon lakes in Titan's polar regions. The geologically young surface is generally smooth, with few impact craters, although mountains and several possible cryovolcanoes have been found.

The atmosphere of Titan is largely nitrogen; minor components lead to the formation of methane and ethane clouds and nitrogen-rich organic smog. The climate—including wind and rain—creates surface features similar to those of Earth, such as dunes, rivers, lakes, seas (probably of liquid methane and ethane), and deltas, and is dominated by seasonal weather patterns as on Earth. With its liquids (both surface and subsurface) and robust nitrogen atmosphere, Titan's methane cycle is analogous to Earth's water cycle, at the much lower temperature of about 94 K (-179.2 °C; -290.5 °F).

  --https://en.wikipedia.org/wiki/Titan_(moon)"
WIKI_MOON_HYPERION,"
Hyperion ( hy-PEER-ee-ən; Greek: Ὑπερίων), also known as Saturn VII (7), is a moon of Saturn discovered by William Cranch Bond, George Phillips Bond and William Lassell in 1848. It is distinguished by its irregular shape, its chaotic rotation, and its unexplained sponge-like appearance. It was the first non-round moon to be discovered.

  --https://en.wikipedia.org/wiki/Hyperion_(moon)"
WIKI_MOON_IAPETUS,"
Iapetus (; Greek: Ιαπετός), or occasionally Japetus , is the third-largest natural satellite of Saturn, eleventh-largest in the Solar System, and the largest body in the Solar System known not to be in hydrostatic equilibrium.  Iapetus is best known for its dramatic 'two-tone' coloration.  Discoveries by the Cassini mission in 2007 revealed several other unusual features, such as a massive equatorial ridge running three-quarters of the way around the moon.

  --https://en.wikipedia.org/wiki/Iapetus_(moon)"
WIKI_MOON_PHOEBE,"
Phoebe ( FEE-bee; Ancient Greek: Φοίβη Phoíbē) is an irregular satellite of Saturn with a mean diameter of 213 km. It was discovered by William Henry Pickering on March 18, 1899 from photographic plates that had been taken starting on 16 August 1898 at the Boyden Station of the Carmen Alto Observatory near Arequipa, Peru, by DeLisle Stewart. It was the first satellite to be discovered photographically.

Phoebe was the first target encountered upon the arrival of the Cassini spacecraft in the Saturn system in 2004, and is thus unusually well-studied for an irregular satellite of its size. Cassini's trajectory to Saturn and time of arrival were specifically chosen to permit this flyby. After the encounter and its insertion into orbit, Cassini did not go much beyond the orbit of Iapetus.

Phoebe is roughly spherical and has a differentiated interior. It was spherical and hot early in its history and was battered out of roundness by repeated impacts. It is believed to be a captured centaur that originated in the Kuiper belt.

  --https://en.wikipedia.org/wiki/Phoebe_(moon)"
WIKI_MOON_JANUS,"
Janus is an inner satellite of Saturn. It is also known as Saturn X. It is named after the mythological Janus.

  --https://en.wikipedia.org/wiki/Janus_(moon)"
WIKI_MOON_EPIMETHEUS,"
Epimetheus  is an inner satellite of Saturn. It is also known as Saturn XI. It is named after the mythological Epimetheus, brother of Prometheus.

  --https://en.wikipedia.org/wiki/Epimetheus_(moon)"
WIKI_MOON_HELENE,"
Helene ( HEL-ə-nee; Greek: Ἑλένη) is a moon of Saturn. It was discovered by Pierre Laques and Jean Lecacheux in 1980 from ground-based observations at Pic du Midi Observatory, and was designated S/1980 S 6. In 1988 it was officially named after Helen of Troy, who was the granddaughter of Cronus (Saturn) in Greek mythology. Helene is also designated Saturn XII (12), which it was given in 1982, and Dione B, because it is co-orbital with Dione and located in its leading Lagrangian point (L4). It is one of four known trojan moons.

  --https://en.wikipedia.org/wiki/Helene_(moon)"
WIKI_MOON_TELESTO,"
Telesto ( tə-LES-toh, Greek: Τελεστώ) is a moon of Saturn. It was discovered by Smith, Reitsema, Larson and Fountain in 1980 from ground-based observations, and was provisionally designated S/1980 S 13. In the following months, several other apparitions were observed: S/1980 S 24, S/1980 S 33, and S/1981 S 1.In 1983 it was officially named after Telesto of Greek mythology. It is also designated as Saturn XIII (13) or Tethys B.

Telesto is co-orbital with Tethys, residing in Tethys' leading Lagrangian point (L4). This relationship was first identified by Seidelmann et al. in 1981. Another moon, Calypso, resides in the other (trailing) Lagrangian point of Tethys, 60 degrees in the other direction from Tethys. The Saturnian system has two additional trojan moons.

  --https://en.wikipedia.org/wiki/Telesto_(moon)"
WIKI_MOON_CALYPSO,"
There is also an asteroid called 53 Kalypso.Calypso ( kə-LIP-soh; Greek: Καλυψώ) is a moon of Saturn. It was discovered in 1980, from ground-based observations, by Dan Pascu, P. Kenneth Seidelmann, William A. Baum, and Douglas G. Currie, and was provisionally designated S/1980 S 25 (the 25th satellite of Saturn discovered in 1980). Several other apparitions of it were recorded in the following months: S/1980 S 29, S/1980 S 30, S/1980 S 32, and S/1981 S 2. In 1983 it was officially named after Calypso of Greek mythology. It is also designated as Saturn XIV or Tethys C.

Calypso is co-orbital with the moon Tethys, and resides in Tethys' trailing Lagrangian point (L5), 60 degrees behind Tethys. This relationship was first identified by Seidelmann et al. in 1981. The moon Telesto resides in the other (leading) Lagrangian point of Tethys, 60 degrees in the other direction from Tethys. Calypso and Telesto have been termed 'Tethys trojans', by analogy to the trojan asteroids, and are half of the four presently known trojan moons.

Like many other small Saturnian moons and small asteroids, Calypso is irregularly shaped, has overlapping large craters, and appears to also have loose surface material capable of smoothing the craters' appearance. Its surface is one of the most reflective (at visual wavelengths) in the Solar System, with a visual geometric albedo of 1.34. This very high albedo is the result of the sandblasting of particles from Saturn's E-ring, a faint ring composed of small, water-ice particles generated by Enceladus' south polar geysers.

  --https://en.wikipedia.org/wiki/Calypso_(moon)"
WIKI_MOON_ATLAS,"
Atlas is an inner satellite of Saturn.

Atlas was discovered by Richard Terrile in 1980 (some time before November 12) from Voyager photos and was designated S/1980 S 28. In 1983 it was officially named after Atlas of Greek mythology, because it 'holds the rings on its shoulders' like the Titan Atlas held the sky up above the Earth. It is also designated Saturn XV.

Atlas is the closest satellite to the sharp outer edge of the A ring, and was long thought to be a shepherd satellite for this ring. However, now it is known that the outer edge of the ring is instead maintained by a 7:6 orbital resonance with the larger but more distant moons Janus and Epimetheus. In 2004 a faint, thin ring, temporarily designated R/2004 S 1, was discovered in the Atlantean orbit.High-resolution images taken in June 2005 by Cassini revealed Atlas to have a roughly spherical centre surrounded by a large, smooth equatorial ridge. The most likely explanation for this unusual and prominent structure is that ring material swept up by the moon accumulates on the moon, with a strong preference for the equator due to the ring's thinness. In fact, the size of the equatorial ridge is comparable with the expected Roche lobe of the moon. This would mean that for any additional particles impacting the equator, the centrifugal force will nearly overcome Atlas's tiny gravity, and they will probably be lost.Atlas is significantly perturbed by Prometheus and to a lesser degree by Pandora, leading to excursions in longitude of up to 600 km (~0.25°) away from the precessing Keplerian orbit with a rough period of about 3 years. Because the orbits of Prometheus and Pandora are chaotic, it is suspected that Atlas's may be as well.

  --https://en.wikipedia.org/wiki/Atlas_(moon)"
WIKI_MOON_PROMETHEUS,"
Prometheus is an inner satellite of Saturn. It was discovered in 1980 (some time before October 25) from photos taken by the Voyager 1 probe, and was provisionally designated S/1980 S 27.In late 1985 it was officially named after Prometheus, a Titan in Greek mythology. It is also designated Saturn XVI (16). Pronunciation for Prometheus is , prə-MEE-thee-əs; Greek: Προμηθεύς.

Prometheus is extremely elongated, measuring approximately 136 km × 79 km × 59 km (85 mi × 49 mi × 37 mi). It has several ridges and valleys and a number of impact craters of about 20 km (12 mi) diameter are visible, but it is less cratered than nearby Pandora, Epimetheus, and Janus. From its very low density and relatively high albedo, it is likely that Prometheus is a very porous icy body. There is a lot of uncertainty in these values, however, and so this remains to be confirmed.

  --https://en.wikipedia.org/wiki/Prometheus_(moon)"
WIKI_MOON_PANDORA,"
Pandora ( pan-DOR-ə; Greek: Πανδώρα) is an inner satellite of Saturn. It was discovered in 1980 from photos taken by the Voyager 1 probe, and was provisionally designated S/1980 S 26. In late 1985 it was officially named after Pandora from Greek mythology. It is also designated as Saturn XVII.Pandora was thought to be an outer shepherd satellite of the F Ring. However, recent studies indicate that it does not play such a role, and that only Prometheus, the inner shepherd, contributes to the confinement of the narrow ring. It is more heavily cratered than nearby Prometheus, and has at least two large craters 30 kilometres (19 mi) in diameter. The majority of craters on Pandora are shallow as a result of being filled with debris. Ridges and grooves are also present on moon's surface.The orbit of Pandora appears to be chaotic, as a consequence of a series of four 118:121 mean-motion resonances with Prometheus. The most appreciable changes in their orbits occur approximately every 6.2 years, when the periapsis of Pandora lines up with the apoapsis of Prometheus and the moons approach to within about 1,400 kilometres (870 mi). Pandora also has a 3:2 mean-motion resonance with Mimas.From its very low density and relatively high albedo, it seems likely that Pandora is a very porous icy body. There is a lot of uncertainty in these values, however, so this remains to be confirmed.

  --https://en.wikipedia.org/wiki/Pandora_(moon)"
WIKI_MOON_PAN,"
Pan ( PAN, Greek: Πάν) is the innermost named moon of Saturn. It is a small, walnut-shaped moon approximately 35 kilometres across and 23 km wide that orbits within the Encke Gap in Saturn's A Ring. Pan is a ring shepherd and is responsible for keeping the Encke Gap free of ring particles.

It was discovered by Mark R. Showalter in 1990 from analysis of old Voyager 2 probe photos and received the provisional designation S/1981 S 13 because the discovery images dated back to 1981.

  --https://en.wikipedia.org/wiki/Pan_(moon)"
WIKI_MOON_METHONE,"
Methone is a very small natural satellite of Saturn orbiting between the orbits of Mimas and Enceladus. It was discovered in 2004, and in 2012 was imaged more closely by the Cassini orbiter probe.

  --https://en.wikipedia.org/wiki/Methone_(moon)"
WIKI_MOON_PALLENE,"
Pallene ( pə-LEE-nee; Greek: Παλλήνη) is a very small natural satellite of Saturn. It is one of three small moons known as the Alkyonides that lie between the orbits of the larger Mimas and Enceladus. It is also designated as Saturn XXXIII (33).

  --https://en.wikipedia.org/wiki/Pallene_(moon)"
WIKI_MOON_POLYDEUCES,"
Polydeuces, or Saturn XXXIV (34), is a small natural satellite of Saturn that is co-orbital with the moon Dione and librates around its trailing Lagrangian point (L5). Its diameter is estimated to be 2–3 km. It is pronounced   POL-i-DEW-seez; Greek: Πολυδεύκης. Dione's other co-orbital moon is Helene, which is bigger and located at the leading L4 point.Polydeuces was discovered by the Cassini Imaging Team on October 24, 2004, in images taken on October 21, 2004, and given the temporary designation S/2004 S 5. Subsequent searches of earlier Cassini imaging showed it in images as far back as April 9, 2004. 

Of the four known Lagrangian co-orbitals in the Saturn system ('trojan moon'), Polydeuces wanders the farthest from its Lagrangian point: its distance behind Dione varies from 33.9° to 91.4° with a period of 790.931 days (for comparison, L5 trails Dione by 60°). Polydeuces's libration is large enough that it takes on some qualities of a tadpole orbit, as evidenced by the clear asymmetry between excursions towards and away from Dione. In the course of one such cycle, Polydeuces's orbital radius also varies by about ± 7660 km with respect to Dione's.The name Polydeuces was approved by the IAU Working Group on Planetary System Nomenclature on January 21, 2005. In Greek mythology, Polydeuces is another name for Pollux, twin brother of Castor, son of Zeus and Leda.

Due to gravitational interactions with Dione, its surface may be in hydrostatic equilibrium but not its interior, similar to Methone being in hydrostatic equilibrium due to interactions with Mimas.

  --https://en.wikipedia.org/wiki/Polydeuces_(moon)"
WIKI_MOON_DAPHNIS,"
Daphnis ( DAF-nis; Greek: Δάφνις) is an inner satellite of Saturn. It is also known as Saturn XXXV; its provisional designation was S/2005 S 1. Daphnis is about 8 kilometres in diameter, and orbits the planet in the Keeler Gap within the A ring.

  --https://en.wikipedia.org/wiki/Daphnis_(moon)"
WIKI_MOON_ANTHE,"
Anthe ( AN-thee; Greek: Άνθη) is a very small natural satellite of Saturn lying between the orbits of Mimas and Enceladus. It is also known as Saturn XLIX; its provisional designation was S/2007 S 4. It is named after one of the Alkyonides; the name means flowery. It is the sixtieth confirmed moon of Saturn.It was discovered by the Cassini Imaging Team in images taken on 30 May 2007. Once the discovery was made, a search of older Cassini images revealed it in observations from as far back as June 2004. It was first announced on 18 July 2007.



Anthe is visibly affected by a perturbing 10:11 mean-longitude resonance with the much larger Mimas. This causes its osculating orbital elements to vary with an amplitude of about 20 km in semi-major axis on a timescale of about 2 Earth years. The close proximity to the orbits of Pallene and Methone suggests that these moons may form a dynamical family.

Material blasted off Anthe by micrometeoroid impacts is thought to be the source of the Anthe Ring Arc, a faint partial ring about Saturn co-orbital with the moon first detected in June 2007.

  --https://en.wikipedia.org/wiki/Anthe_(moon)"
WIKI_MOON_AEGAEON,"
Aegaeon ( ee-JEE-ən; or as Greek Αιγαίων), also Saturn LIII (provisional designation S/2008 S 1), is a natural satellite of Saturn. It is thought to be similarly smooth as Methone. It orbits between Janus and Mimas within Saturn's G Ring.

  --https://en.wikipedia.org/wiki/Aegaeon_(moon)"
WIKI_MOON_YMIR,"
Ymir ( IM-eer), or Saturn XIX, is a retrograde irregular moon of Saturn. It was discovered by Brett J. Gladman, et al. in 2000, and given the temporary designation S/2000 S 1.  It was named in August 2003, from Norse mythology, where Ymir is the ancestor of all the Jotuns or frost giants.Of the moons that take more than 3 Earth years to orbit Saturn, Ymir is the largest, at about 18 kilometres (11 miles) in diameter.  It takes 3.6 Earth years to complete an orbit around Saturn. During this time, hypothetical Ymir visitors would experience ~2650 sunsets.

  --https://en.wikipedia.org/wiki/Ymir_(moon)"
WIKI_MOON_PAALIAQ,"
Paaliaq ( PAH-lee-ahk) is a prograde irregular satellite of Saturn. It was discovered by Brett J. Gladman, John J. Kavelaars, Jean-Marc Petit, Hans Scholl, Matthew J. Holman, Brian G. Marsden, Philip D. Nicholson and Joseph A. Burns in early October 2000, and given the temporary designation S/2000 S 2. It was named in August 2003 after a fictional shaman in the book The Curse of the Shaman, written by Michael Kusugak, who supplied Kavelaars with the names of giants from Inuit mythology that were used for other Saturnian moons.

Paaliaq is thought to be about 22 kilometres in diameter, and orbits Saturn at an average distance of 15.2 million km in 687 days. It is a member of the Inuit group of irregular satellites. It also has a proximity with 9 other moons reaching up to ten miles from each.

It is light red in color, and in the infrared the Paaliapian (Paaliaqan) spectrum is very similar to the Inuit-group satellites Kiviuq and Siarnaq, supporting the thesis of a possible common origin of the Inuit group in the break-up of a larger body.

  --https://en.wikipedia.org/wiki/Paaliaq"
WIKI_MOON_TARVOS,"
Tarvos ( TAR-vəs), or Saturn XXI, is a prograde irregular satellite of Saturn. It was discovered by John J. Kavelaars et al. on September 23, 2000, and given the temporary designation S/2000 S 4. The name, given in August 2003, is after Tarvos, a deity depicted as a bull god carrying three cranes alongside its back from Gaulish mythology.Tarvos orbits Saturn at an average distance of 18 million km in 926 days and is about 15 km in diameter (assuming an albedo of 0.04).  It has the most eccentric orbit around Saturn.It is a member of the Gallic group of irregular satellites.

With a similar orbit and displaying a similar light-red colour, Tarvos is thought to have its origin in the break-up of a common progenitor

or to be a fragment of Albiorix.

  --https://en.wikipedia.org/wiki/Tarvos_(moon)"
WIKI_MOON_IJIRAQ,"
Ijiraq ( EE-yi-rahk or  IJ-i-rahk), or Saturn XXII (22), is a small prograde irregular satellite of Saturn. It was discovered by the team of 

Brett Gladman, John J. Kavelaars,  et al. in 2000, and given the temporary designation S/2000 S 6. It was named in 2003 after the ijiraq, a creature in Inuit mythology.

  --https://en.wikipedia.org/wiki/Ijiraq_(moon)"
WIKI_MOON_SUTTUNGR,"
Suttungr ( SUUT-uung-ər), or Saturn XXIII, is a natural satellite of Saturn. It was discovered by Brett J. Gladman, et al. in 2000, and given the temporary designation S/2000 S 12. It was named for Suttungr in Norse mythology, a Jötunn or giant who once owned the mead of poetry.

Suttungr is about 7 kilometres in diameter, and orbits Saturn at an average distance of 19,667 Mm in 1029.703 days. It may have formed from debris knocked off Phoebe. The Suttungian orbit is retrograde, at an inclination of 174° to the ecliptic (151° to Saturn's equator) and with an eccentricity of 0.131.

Its name was announced as Suttung in IAU Circular 8177. However, the IAU Working Group on Planetary System Nomenclature later decided to add the nominative case ending -r to the base form Suttung.

  --https://en.wikipedia.org/wiki/Suttungr_(moon)"
WIKI_MOON_KIVIUQ,"
Kiviuq ( KIV-ee-uk,  KEE-vee-ohk) is a prograde irregular satellite of Saturn. It was discovered by Brett J. Gladman in 2000, and given the temporary designation S/2000 S 5. It was named after Kiviuq, a hero of Inuit mythology.Kiviuq is about 16 kilometres in diameter, and orbits Saturn at an average distance of 11.1 million kilometers in 450 days. It is a member of the Inuit group of irregular satellites. It is light red, and the Kiviupian (Kiviuqan) infrared spectrum is very similar to the Inuit-group satellites Siarnaq and Paaliaq, supporting the thesis of a possible common origin of the Inuit group in the break-up of a larger body.Kiviuq is believed to be in Kozai resonance, cyclically reducing its orbital inclination while increasing the eccentricity and vice versa.

  --https://en.wikipedia.org/wiki/Kiviuq_(moon)"
WIKI_MOON_MUNDILFARI,"
Mundilfari (Norse: Mundilfäri), or Saturn XXV (25), is a natural satellite of Saturn. It was discovered by Brett J. Gladman, et al. in 2000, and given the temporary designation S/2000 S 9.

Mundilfari is about 7 kilometres in diameter, and orbits Saturn at an average distance of 18,360 Mm in 928.806 days, at an inclination of 170° to the ecliptic (150° to Saturn's equator), in a retrograde direction and with an eccentricity of 0.198.

Mundilfari may have formed from debris knocked off Phoebe by large impacts at some point in the Solar System's history.

It was named in August 2003 from Norse mythology, where Mundilfari is the father of the goddess Sól and the god Mani.

  --https://en.wikipedia.org/wiki/Mundilfari_(moon)"
WIKI_MOON_ALBIORIX,"
Albiorix ( AL-bee-ORR-iks) is a prograde irregular satellite of Saturn. It was discovered by Holman and colleagues in 2000, and given the temporary designation S/2000 S 11.Albiorix is the largest member of the Gallic group of irregular satellites.

It was named in August 2003 for Albiorix, 'a Gallic giant who was considered to be the king of the world.' The name is known from an inscription found near the French town of Sablet which identifies him with the Roman god Mars (an interpretatio romana).



Albiorix  orbits Saturn at a distance of about 16 million km and its diameter is estimated at 32 kilometers, assuming an albedo of 0.04. The rotation period was measured by the ISS camera of the Cassini spacecraft to 13 hours and 19 minutes.The diagram illustrates the Albiorigian orbit in relation to other prograde irregular satellites of Saturn. The eccentricity of the orbits is represented by the yellow segments extending from the pericentre to the apocentre. 

Given the similarity of the orbital elements and the homogeneity of the physical characteristics with other members of the Gallic group, it was suggested that these satellites could have a common origin in the break-up of a larger moon.Varying colours revealed recently suggest a possibility of a large crater, leading to an alternative hypothesis that Erriapus and Tarvos could be fragments of Albiorix following a near-break-up collision with another body.

  --https://en.wikipedia.org/wiki/Albiorix_(moon)"
WIKI_MOON_SKATHI,"
Skathi (), or Saturn XXVII, is a natural satellite of Saturn. It was discovered by Brett Gladman, Kavelaars and colleagues in 2000, and given the temporary designation S/2000 S 8.

Skathi is about 8 kilometres in diameter and orbits Saturn at an average distance of 15.576 Gm in 725.784 days, at an inclination of 149° to the ecliptic (150° to Saturn's equator), in a retrograde direction and with an eccentricity of 0.246.

The name is given as Skadi by most sources.  This is the name that was originally announced in 2003; however, the IAU Working Group on Planetary System Nomenclature (WGPSN) decided in early 2005 to use an alternative transliteration of the Norse spelling. The classical spelling is Skaði, with the letter Ð (eth), and the original form Skadi was a graphic approximation of that.

Skathi may have been formed from debris knocked off Phoebe by large impacts at some point in the Solar System's history.

Its name comes from Norse mythology, where Skaði is a giantess who is the wife of the Vanir god Niord.

  --https://en.wikipedia.org/wiki/Skathi_(moon)"
WIKI_MOON_ERRIAPUS,"
Erriapus ( ERR-ee-AP-əs; Latin: Erriapus, Erriappus), also Saturn XXVIII (28), is a prograde irregular satellite of Saturn. It was discovered by Brett Gladman, John J. Kavelaars and colleagues in 2000, and given the temporary designation S/2000 S 10. It was named Erriapo in August 2003 after Erriapus, a giant in Gaulish mythology; the name was changed from dative Erriapo to nominative Erriapus per IAU conventions in late 2007.Erriapus is about 10 kilometres in diameter, and orbits Saturn at an average distance of 17,3 Gm in 871 days.

As a member of the Gallic group of irregular satellites, which share similar orbital characteristics and a light-red colour, Erriapus is hypothesized to have its origin in the break-up of a common progenitor of the group, or to be a fragment of its largest member, Albiorix.

  --https://en.wikipedia.org/wiki/Erriapus"
WIKI_MOON_SIARNAQ,"
Siarnaq ( SEE-ar-nahk), or Saturn XXIX, is a prograde irregular satellite of Saturn. It was discovered by Brett J. Gladman, et al. in 2000, and given the temporary designation S/2000 S 3.

Named after the giant Siarnaq of Inuit mythology, it is the largest member of the Inuit group of irregular satellites.



Siarnaq is thought to be about 40 kilometers in diameter. It orbits Saturn at an average distance of 17.5 Gm in 895 days. The rotation period was measured by the Cassini spacecraft to approximately 10 hours and 9 minutes; this is the shortest rotation period of all prograde irregular moons of Saturn.

It is light red in color, and the Siarnaupian (Siarnaqan) spectrum in the infrared is very similar to the Inuit-group satellites Paaliaq and Kiviuq, supporting the thesis of a possible common origin in the break-up of a larger body.Siarnaq has been found to be in a secular resonance with Saturn, involving the precession of its periapsis and that of the planet.1 

The studies of these resonances are key to understand the capture mechanism for the irregular satellites and, assuming a common origin of a given dynamical group in the break-up of a single body, to explain today’s dispersion of the orbital elements.

1The ecliptic longitudes of the periapsis of the satellite and the planet are locked.

  --https://en.wikipedia.org/wiki/Siarnaq"
WIKI_MOON_THRYMR,"
Thrymr ( THRIM-ər) or Saturn XXX, is a natural satellite of Saturn. It was discovered by Gladman and colleagues in 2000, and given the temporary designation S/2000 S 7. Its name comes from Norse mythology, where Thrymr is a Jotun.

Thrymr is about 7 kilometres in diameter, and orbits Saturn at an average distance of 20,810 Mm in 1120.809 days. It may have formed from debris knocked off Phoebe. The Thrymian orbit is retrograde, at an inclination of 175° to the ecliptic (151° to Saturn's equator) and with an eccentricity of 0.453.

Its name was announced as Thrym in IAU Circular 8177. However, the IAU Working Group on Planetary System Nomenclature later decided to add the nominative case ending -r to the root Thrym.

  --https://en.wikipedia.org/wiki/Thrymr_(moon)"
WIKI_MOON_NARVI,"
Narvi ( NAR-vee), or Saturn XXXI (31), is a natural satellite of Saturn. It was discovered by a team of astronomers led by Scott S. Sheppard in 2003, and given the temporary designation S/2003 S 1.

  --https://en.wikipedia.org/wiki/Narvi_(moon)"
WIKI_MOON_AEGIR,"
Aegir ( EYE-eer) or Saturn XXXVI (provisional designation S/2004 S 10) is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on May 4, 2005, from observations taken between December 12, 2004, and March 11, 2005.

Aegir is about 6 kilometres in diameter, and orbits Saturn at an average distance of 19,618 Mm in 1025.908 days, at an inclination of 167° to the ecliptic (140° to Saturn's equator), in a retrograde direction and with an eccentricity of 0.237.

It was named in April 2007 after Ægir, a giant from Norse mythology, the personification of tranquil seas, the one who soothes storms away. He is a son of Fornjót, and brother of Logi (fire, flame) and Kári (wind).

  --https://en.wikipedia.org/wiki/Aegir_(moon)"
WIKI_MOON_BEBHIONN,"
Bebhionn ( bev-EEN) or Saturn XXXVII (37) (provisional designation S/2004 S 11) is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on 4 May 2005 from observations taken between 12 December 2004 and 9 March 2005.

Bebhionn is about 6 kilometres in diameter and orbits Saturn at an average distance of 16,898 Mm in 820.130 days at an inclination of 41° to the ecliptic (18° to Saturn's equator) and with an eccentricity of 0.333. The rotation period was measured by the ISS camera of the Cassini spacecraft to ~16 hours.It was named in April 2007 after Bébinn, an early Irish mythology goddess of birth, who was renowned for her beauty.

  --https://en.wikipedia.org/wiki/Bebhionn_(moon)"
WIKI_MOON_BERGELMIR,"
Bergelmir ( bair-YEL-meer) or Saturn XXXVIII (38) (provisional designation S/2004 S 15) is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on May 4, 2005, from observations taken between December 12, 2004, and March 9, 2005.

Bergelmir is about 6 kilometres in diameter, and orbits Saturn at an average distance of 19,372 Mm in 1006.659 days, at an inclination of 157° to the ecliptic (134° to Saturn's equator), in a retrograde direction and with an eccentricity of 0.152.

It was named in April 2007 after Bergelmir, a giant from Norse mythology and the grandson of Ymir, the primordial giant. Bergelmir and his wife alone among their kind were the only survivors of the enormous deluge of blood from Ymir's wounds when he was killed by Odin and his brothers at the dawn of time. Bergelmir then became the progenitor of a new race of giants.

  --https://en.wikipedia.org/wiki/Bergelmir_(moon)"
WIKI_MOON_BESTLA,"
Bestla ( BEST-lə) or Saturn XXXIX (provisional designation S/2004 S 18) is a retrograde irregular moon of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on 4 May 2005, from observations taken between 13 December 2004 and 5 March 2005.

  --https://en.wikipedia.org/wiki/Bestla_(moon)"
WIKI_MOON_FARBAUTI,"
Farbauti () or Saturn XL (provisional designation S/2004 S 9) is a natural satellite of Saturn. Its discovery was announced by Scott S. Sheppard, David C. Jewitt, Jan Kleyna, and Brian G. Marsden on May 4, 2005, from observations taken between December 12, 2004, and March 9, 2005.

Farbauti is about 5 kilometres in diameter, and orbits Saturn at an average distance of 20,291 Mm in 1079.099 days, at an inclination of 158° to the ecliptic (131° to Saturn's equator), in a retrograde direction and with an eccentricity of 0.209.

It was named in April 2007 after Fárbauti, a storm giant from Norse mythology, father of Loki.

  --https://en.wikipedia.org/wiki/Farbauti_(moon)"
